ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000950170-24-057237	2548374	Common Stock, $.10 par value				4000.0				I		By Spouse	F1
0001415889-24-012749	2778362	Common Stock				108398.0				I		See footnote	F3
0001415889-24-012749	2778361	Common Stock				275026.0				I		See footnote	F2
0001415889-24-012749	2778364	Common Stock				5624.0				I		Shares owned by spouse	
0001415889-24-012749	2778363	Common Stock				45332.0				I		See footnote	F4
0001127602-24-014808	2627396	Common Stock				10000000.0				I	F6	By Marc Benioff Fund LLC	
0001437749-24-015721	2783329	Common Stock				7285.0				D			
0001373715-24-000186	2752401	Common Stock				17177.0	F2			I		by Trust	
0000950170-24-057217	2514362	Common Stock				36403.0				I		By Autumn Plecher, LP	F2
0000950170-24-057198	2751159	Common Stock				37318.0				I		By Harrell Ventures, LLC	F2
0000950170-24-057194	2613844	No securities are beneficially owned.				0.0				D			
0001023128-24-000073	2603442	Lithia Motors Inc Common Stock				10000.0				I		Kenneth Roberts Trust	
0001023128-24-000073	2603443	Lithia Motors Inc Common Stock				51794.0				I			
0001023128-24-000073	2603441	Lithia Motors Inc Common Stock				33100.0				D		Carol Roberts Trust	
0001562180-24-003947	2728228	$2.50 par value Common Stock				57517.87	F4			I		By 401(k)	
0000950170-24-057184	2418971	No securities are beneficially owned.				0.0				D			
0001104659-24-059403	2417498	LLC Interests				15000000.0				D			
0000907254-24-000044	2336467	Common Stock				821.48	F1			D			
0000950170-24-057173	2710230	Class A Common Stock				4000.0				D			
0000907254-24-000043	2760876	Common Shares				219.27	F1			D			
0001415889-24-012744	2401448	Common Stock				2258760.0				I		By Trust	F4
0001415889-24-012744	2401449	Common Stock				550000.0				I		By Trust	F5
0001415889-24-012744	2401447	Common Stock				5000.0				I		By Spouse	
0001127602-24-014806	2664273	Common Stock				4646.0				D			
0001127602-24-014805	2649912	Common Stock				16713.0				D			
0001127602-24-014804	2539121	Common Stock				30258.0				D		Family Limited Partnership	
0001127602-24-014804	2539122	Affiliate				89121.0				I			
0001127602-24-014803	2733173	Common Stock				112571.0				D		SD Gray Family Partnership, LP	
0001127602-24-014803	2733174	Affiliate				20000.0				I			
0000950170-24-057135	2598966	Common Stock				66716.0				I	F2	By FMCPM INVESTMENTS, LTD.	
0001437749-24-015709	2620592	Common Stock				5694671.0				I		See Footnote	F2
0001437749-24-015709	2620595	Common Stock				1800.0				I		See Footnote	F5
0001437749-24-015709	2620594	Common Stock				212827.96				I		See Footnote	F4
0001437749-24-015709	2620593	Common Stock				2863486.0				I		See Footnote	F3
0001562180-24-003946	2669332	Common Stock				541223.0				I		See Footnote	F3
0001127602-24-014802	2624095	No securities are benefically owned				0.0				D			
0001127602-24-014801	2567983	IRA				39000.0				I			
0001127602-24-014801	2567982	Common Stock				39000.0				D		IRA	
0001437749-24-015708	2803289	Common Stock				1800.0				I		See Footnote	F2
0001127602-24-014800	2818056	Common Stock				120948.0				D			
0001437749-24-015703	2310248	Common Stock				95.0				I		By child.	
0001437749-24-015703	2310249	Common Stock				7748.53				I		By 401(k) plan.	
0001127602-24-014798	2331358	Common Stock				97985.0				D		Deferred Compensation Account	
0001127602-24-014798	2331359	Common Stock				32518.0				I			
0000950170-24-057100	2753554	Common Stock				1100592.0				I		See Footnotes	F3, F2
0000950170-24-057099	2338441	Common Stock				1100592.0				I		See Footnotes	F2, F3
0000950170-24-057095	2770379	Class A Shares				289431.0				D			
0001415889-24-012741	2529166	Class A Common Stock				8296077.0				I		See Explanation of Responses	F2
0001415889-24-012740	2501144	Common Class A - Retirement Plan				79.0				D			
0001415889-24-012740	2501145	Common Class A				41496.0	F1			I		See Footnote	F1
0001415889-24-012740	2501146	Common Class A				7300.0	F2			I		See Footnote (2)	
0001415889-24-012739	2301994	Class A Common Stock				15388.0				D			
0001415889-24-012737	2676375	Common Class A				7300.0	F2			I		See Footnote	F2
0001415889-24-012737	2676373	Common Class A - Retirement Plan				78.0				D			
0001415889-24-012737	2676374	Common Class A				41496.0	F1			I		See Footnote	F1
0000814585-24-000029	2738642	MBIA Common Stock				0.0	F1			D			
0001628280-24-022261	2679006	Common Stock, $.01 par value				3566.0				I		401(k)	F1
0000079879-24-000117	2399540	Common Stock				5169.12	F2			I		By 401(k) Plan	
0001415889-24-012730	2649981	Old Second Bancorp, Inc. Common Stock				61768.09	F2			I		IRA	
0001415889-24-012730	2649983	Restricted Stock Units				50330.0				D			
0001415889-24-012730	2649982	Old Second Bancorp, Inc. Common Stock				5894.0				I		By 401-K	
0001127602-24-014793	2643849	Common Stock				166000.0				I		By Trust	
0001127602-24-014793	2643848	Common Stock				500.0				I		L TAN & N LEE TTEE, PACVEN WALDEN INC 401(K) PSP, FBO LIP-BU TAN	
0001214659-24-008700	2349742	Common Stock				15082.0				I		Deferred Compensation Interest	
0001127602-24-014792	2616857	Common Stock				42495.0				I		by Family Trust	
0001341766-24-000034	2432281	Common Stock, $0.001 par value per share				450.0				I		By Spouse	
0001214659-24-008697	2328031	Common Stock				3662.58	F3			I		By 401(k)	
0001127602-24-014790	2452702	Common Stock				15028.0				I		By Trust	F5
0001127602-24-014790	2452701	Common Stock				15028.0				I		By Trust	F4
0001127602-24-014790	2452700	Common Stock				34972.0				I		By Spouse	F3
0001214659-24-008695	2670445	Common Stock				7191.09	F3			I		By 401(k)	
0000892251-24-000050	2563864	Common Stock				696.0				I		By 401(k) plan	
0001104659-24-059342	2564401	Class B Common Stock				100000.0				I		By spouse	
0001104659-24-059342	2564402	Class B Common Stock				92654.0				I		By 401(K) Plan	
0000089089-24-000117	2746024	Common Stock				33744.0				I		See Footnote	F4
0000089089-24-000117	2746023	Common Stock				154204.0				I		By W.B. Waltrip Trust	
0000089089-24-000117	2746022	Common Stock				122384.0				I		See Footnote	F3
0000089089-24-000117	2746021	Common Stock				210900.0				I		See Footnote	F2
0000089089-24-000117	2746020	Common Stock				46667.0				I		By 1997 Grandchildren's Trust	F1
0001415889-24-012721	2565865	Class A common stock, par value $0.001				1208.0				D			
0001415889-24-012720	2548590	Common Stock				6750.0				I		IRA	
0001062993-24-009770	2775034	Common Stock				11.0				I		By IRA	
0001437749-24-015678	2561988	Common Stock				300.0				D			
0000085961-24-000108	2565225	common stock				1396.0				I		By Ryder Employee Savings Plan	
0001225208-24-005879	2306964	Common Stock				11323.0				I		By Issuer's 401(k) Plan Trustee	
0000950170-24-056907	2654783	Common Stock	F1			10.0	F4, F5			I		See footnote	F4
0001127602-24-014774	2650355	Common Stock				220.0				I		by Traditional IRA for benefit of James L. Liang	
0000950170-24-056896	2563018	Common Stock				3000.0				I		See footnote	F2
0001437749-24-015668	2467242	Common Stock				17223.0	F1, F2			D			
0001127602-24-014770	2509468	Common Stock				2500.0				I		by Defined Benefit Plan for benefit of Homaira Akbari	
0001474506-24-000148	2661812	Common Stock				120900.0				I		See footnote	F1
0001381668-24-000080	2794764	Common Stock				6184.0				I		ESOP	F1
0001331520-24-000128	2584487	Common Stock				6168.37	F3			I		By IRA	
0001331520-24-000128	2584488	Common Stock				7128.0				I			
0001331520-24-000128	2584486	Common Stock - Performance Based				20000.0	F1, F2			D		By 401(k)	
0001127602-24-014742	2415699	Common Stock				170000.0				I		Alger Family LLC	
0001445546-24-003605	2784542	Common Shares				0.0				D			
0001562180-24-003939	2396584	Common Stock				2406.0				I		401k	
0001127602-24-014740	2462786	Common Stock, $.25 Par Value				5229.0	F2			I		By 401(k) Plan	
0000950170-24-056676	2424183	Common Stock				0.0				D			
0001654954-24-005873	2525224	Community Bancorp. Common Stock				1020.0				D			
0001393311-24-000131	2715202	Common Shares				874.0				D			
0001127602-24-014738	2662330	Common Stock				283.0	F3			I		By 401(k)	
0000906163-24-000084	2572691	NVR, Inc. common stock				22.0				I		By ESOP Trust	
0000906163-24-000084	2572690	NVR, Inc. common stock				33.0				I		By Profit Sharing Trust	
0001415889-24-012680	2733417	Common Stock				1400.0	F2			I		By trusts	
0001415889-24-012680	2733415	Common Stock				5000.0	F2			I		By Leibowitz Foundation	
0001415889-24-012680	2733414	Common Stock				2500.0				I		By Spouse	
0001415889-24-012680	2733416	Common Stock				2500.0	F2			I		By Maxsim Charitable Remainder Trust	
0000950170-24-056629	2423096	Common				3000.0				D			
0001225208-24-005878	2805771	Common Stock				6114.44				I		By PACCAR Savings Investment Plan (SIP)	
0001733998-24-000079	2816789	Common Stock				376.0				D			
0001225208-24-005877	2313507	Common Stock				16262.78				I		By PACCAR Savings Investment Plan (SIP)	
0001213900-24-041166	2567417	Common Shares				9793.67				I		By Daughter's Trust	
0001213900-24-041166	2567416	Common Shares				9792.66				I		By Daughter's Trust	
0001213900-24-041166	2567418	Common Shares				9793.67				I		By Daughter's Trust	
0001214659-24-008660	2457695	Common Stock				15014.0				I		Christina Sciammas Trust FBO Oski Crew	
0001214659-24-008660	2457696	Common Stock				15014.0				I		Maurice Sciammas Trust FBO Oski Crew	
0001214659-24-008660	2457698	Common Stock				2000.0				I		Peter Rafferty and Eric Toothill 2021Trust	
0001214659-24-008660	2457699	Common Stock				2000.0				I		Rosalind Sciammas Family 2021 Trust	
0001214659-24-008660	2457700	Common Stock				1699.0				I		The Joseph Roger Sciammas 2020 Irrevocable Trust	
0001214659-24-008660	2457701	Common Stock				1699.0				I		The Chloe Liliane Sciammas 2020 Irrevocable Trust	
0001214659-24-008660	2457702	Common Stock				1699.0				I		The Patrick Francis Sciammas 2020 Irrevocable Trust	
0001214659-24-008660	2457694	Common Stock				22098.0				I		Various Sciammas GRATs	
0001214659-24-008660	2457693	Common Stock				23015.0				I		By Sciammas Trust 2020	
0001214659-24-008660	2457692	Common Stock				26992.0				I		Sciammas Family Trust	
0001214659-24-008660	2457697	Common Stock				5000.0				I		Clement Sciammas Family 2021 Trust	
0001214659-24-008659	2677644	Common Stock				5331.0				I		Irrevocable Trust FBO Sarah N. Blegen	
0001214659-24-008659	2677643	Common Stock				5331.0				I		Irrevocable Trust FBO Theodore F. Blegen	
0001214659-24-008658	2805762	Common Stock				133040.0				I		by M Hsing 04 Trust	
0001214659-24-008658	2805763	Common Stock				12825.0				I		ZH Family 2020 Trust	
0001214659-24-008657	2323057	Common Stock				3391.0				I		Christopher Chao Xiao Trust	
0001214659-24-008657	2323058	Common Stock				455.0				I		by Spouse	
0001127602-24-014730	2689955	Common Stock, Par Value $.01				150000.0				I		by GBBH Family Limited Partnership	
0001127602-24-014727	2439720	ResMed Common Stock				0.0				I		Lisette and Michael Farrell Foundation	
0001127602-24-014727	2439721	ResMed Common Stock				4090.0				I		Lisette and Michael Farrell Family Trust	
0001127602-24-014727	2439722	ResMed Common  Stock				0.0				I		Lisette & Michael Farrell Family Foundation	
0001127602-24-014723	2699537	Common Stock, Par Value $.01				3750.0				I		Bruce Brown Revocable Trust	
0000950170-24-056443	2589452	Common Stock				2700.0				I		By Margaret A Petrella 2020 Irrevocable Trust	F2
0000950170-24-056441	2762492	Common Stock (Dividend Reinvestment Plan)				3059.0	F2			D			
0001437749-24-015528	2556927	Common Stock				8.0	F2, F1			I		Horizon Kinetics Asset Management LLC	
0001415889-24-012662	2683248	Common Stock, par value $0.01 per share				3600.0	F1			I		By Trust	
0001903596-24-000283	2676233	Common Stock	F1			122730.0				I		Trustee	
0001903596-24-000283	2676234	Common Stock	F2			156637.0				I		Trustee	
0001903596-24-000283	2676235	Common Stock	F3			9056.0				I		Trustee	
0001903596-24-000283	2676232	Common Stock				1014980.0				D		Trustee	
0001903596-24-000283	2676236	Common Stock	F4			150895.0				I		Trustee	
0001903596-24-000283	2676237	Common Stock	F4			150896.0				I		Trustee	
0001903596-24-000283	2676238	Common Stock	F4			150895.0				I		Trustee	
0001903596-24-000283	2676239	Common Stock	F4			150895.0				I		Spouse	
0001903596-24-000283	2676240	Common Stock				165560.0				I		by SBTB, L.P.	
0001903596-24-000283	2676241	Common Stock				2061666.0				I			
0001493152-24-018346	2788067	Common Stock				1746191.0				D			
0001140361-24-025077	2781529	Class B Common Shares				11255805.0				I		See footnotes	F5, F1
0001140361-24-025077	2781532	Class B Common Shares				67547.0				I		See footnotes	F5, F4
0001140361-24-025077	2781531	Class B Common Shares				1375626.0				I		See footnotes	F5, F3
0001140361-24-025077	2781530	Class B Common Shares				2397962.0				I		See footnotes	F5, F2
0001127602-24-014690	2726071	Common Stock				820.0				D			
0001127602-24-014690	2726072	Common Stock				750.0				D			
0000060086-24-000092	2551230	Common Stock				12208192.0				I		By Trusts	
0000950170-24-056264	2380557	Common Stock				216402.0	F1			D			
0000950170-24-056231	2404539	Common Stock				168539.0	F1			D			
0001213900-24-040993	2657859	Common Stock				120000.0				I		By Spouse	
0001562180-24-003921	2396540	Common Stock				541223.0				I		See Footnote	F3
0000950170-24-056159	2693400	Common Stock				199570.15				I		By MSL18 LLC	F2
0000950170-24-056151	2465422	Class C Shares	F3, F1, F2			675000.0				I		By LLC/Trust	F3, F4, F5, F2
0000950170-24-056146	2612774	Class V common stock				41193024.0	F4			I		By BT Assets, Inc.	F5
0001415889-24-012652	2639763	Common Stock				394027.0				I		See footnote	F3
0001393311-24-000129	2768721	Common Shares				2785000.0				I		By LLC	F4
0001393311-24-000129	2768723	Common Shares				1300.0				I			
0001393311-24-000129	2768724	Common Shares				295000.0				I			
0001393311-24-000129	2768720	Common Shares				5500.0				D	F2	By Husband	
0001393311-24-000129	2768719	Common Shares				11348.0				D	F1	By IRA	F3
0001393311-24-000129	2768718	Common Shares				14150617.0				D		By Trust	
0001393311-24-000129	2768722	Common Shares				27343.0				I			
0000921895-24-001094	2812761	Common Stock				46302.0	F8			D			
0000950170-24-056139	2462631	Common Stock				7931.0				I		By Charitable Remainder Unitrust	
0000899140-24-000531	2574154	Common Stock				22539.0				I		See footnotes	F1, F7
0001628280-24-021887	2533016	Common Stock				29969.0	F4, F2, F1, F3			D			
0001628280-24-021886	2767551	Common Stock				10177114.0	F1			D			
0001628280-24-021885	2481857	Common Stock				13438.0	F3, F2, F1			D			
0001628280-24-021884	2361740	Common Stock				237500.0	F2, F7, F1, F4, F3, F8, F6, F9, F5			D			
0001628280-24-021883	2747130	Common Stock				16171.0	F3, F2, F1			D			
0001628280-24-021882	2432047	Common Stock				2219.0	F1, F2			D			
0001628280-24-021881	2792330	Common Stock				8222886.0	F1			D			
0001628280-24-021880	2520122	Common Stock				13438.0	F2, F3, F1			D			
0001628280-24-021879	2794682	Common Stock				600000.0	F1			D			
0001628280-24-021878	2402416	Common Stock				13438.0	F1, F3, F2			D			
0001628280-24-021877	2496135	Common Stock				1173590.0	F7, F5, F1, F4, F10, F8, F2, F9, F3, F6			D			
0001628280-24-021876	2610744	Common Stock				101180.0	F5, F9, F11, F6, F3, F8, F1, F4, F7, F10, F2, F12			D			
0001628280-24-021875	2720914	Common Stock				715985.0	F3, F2, F14, F5, F7, F11, F9, F1, F13, F8, F12, F6, F10, F4			D			
0001628280-24-021874	2616562	Common Stock				85000.0	F6, F4, F3, F5, F2, F1			D			
0001127602-24-014685	2423171	Common Stock				1260.0				I		Holley Family Trust	
0001127602-24-014683	2667039	Common Stock, No Par Value				92995.0				I		Indirect by Trust	
0001783879-24-000147	2345365	Class A Common Stock				6907.0				I		By Living Trust	
0001321732-24-000062	2366328	Common Stock				338075.0	F4, F3			D			
