ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001500435-24-000034	2364260	Class A Common Stock				276.0				I		By Spouse	
0001127602-24-004435	2789369	401k Plan				899.0				I		401k Plan	
0001127602-24-004435	2789370	Common Stock/ Serp				4803.0				D			
0001968202-24-000062	2717327	Common Stock				1000.0				I		by Trust for Son	
0001968202-24-000062	2717325	Common Stock				750.0				I		by Spouse	
0001968202-24-000062	2717326	Common Stock				400.0				I		by Spouse/Cust Son	
0001968202-24-000061	2477518	Common Stock				4269.0				I		2022 GRAT	
0001968202-24-000061	2477520	Common Stock				1897.0				I		By Trust	F6
0001968202-24-000061	2477517	Common Stock				1473.0				I		2021 GRAT	
0001968202-24-000061	2477522	Common Stock				460.0				I		by Trust for Son	
0001968202-24-000061	2477521	Common Stock				461.0				I		by Trust for Daugh	
0001968202-24-000061	2477519	Common Stock				1499.0				I		By 401(k) Plan	
0001020710-24-000016	2760433	DXP Common Stock				5971.0				D			
0001020710-24-000015	2467155	DXP Common Stock				30761.0				D			
0001829126-24-000890	2417477	Common Stock				85000.0	F1			D			
0000950170-24-013789	2793334	Common Stock, $.01 par value				3000.0				I		By Spouse	
0001127602-24-004424	2812582	Common Stock				67477.32	F1			D		By 401(k) Plan	
0001127602-24-004424	2812584	Depositary Shares				2000.0				D			
0001127602-24-004424	2812583	Common Stock				2695.5	F2			I			
0001035267-24-000038	2470419	Common Stock				1203644.0				I		by Trust	
0001035267-24-000038	2470420	Common Stock				27360.0				I		by Trust FBO Daughte	
0001035267-24-000038	2470421	Common Stock				27360.0				I		by Trust FBO Son	
0001127602-24-004423	2686870	Common Stock $0.01 Par Value				215.08				I		401(k) Plan	
0000950170-24-013752	2498712	Common Stock, $.01 par value				4430.0				I		By Spouse	
0001020710-24-000010	2794593	DXP Common Stock				1576.0				D			
0000950170-24-013746	2341072	Common Stock, $.01 par value				1155.0	F3			I		By Spouse	
0000950170-24-013746	2341071	Common Stock, $.01 par value				8087.0	F2			I		401K	
0000950170-24-013746	2341073	Common Stock, $.01 par value				3341.0	F2			I		401K, by Spouse	
0000950170-24-013742	2640752	Common Stock, $.01 par value				15137.0	F2			I		401K	
0001949213-24-000002	2624488	Common Stock				2055.0	F1			D			
0001127602-24-004420	2779953	Common Stock				32792.88	F1			D		By 401(k) Plan	
0001127602-24-004420	2779954	Common Stock				1124.71	F2			I			
0001653558-24-000020	2496430	Common Stock				50851.0				D			
0000950170-24-013737	2672572	Common Stock, $.01 par value				22463.0	F2			I		401K	
0001048477-24-000008	2614441	Common Stock				100.0				I		Shares held as UTMA custodian for child 2	
0001048477-24-000008	2614440	Common Stock				100.0				I		Shares held as UTMA custodian for child 1	
0001048477-24-000008	2614439	Common Stock				247333.0				I		Shares held by Jean-Jacques Bienaime Family Trust	
0001653558-24-000019	2407344	Common Stock				46110.0				D			
0000950170-24-013731	2408490	Common Stock, $.01 par value				20987.0	F2			I		401K	
0000950170-24-013731	2408491	Common Stock, $.01 par value				8596.0				I		By Trust	
0001035267-24-000034	2644764	Common Stock				100353.0				I		by Trust	
0001653558-24-000018	2523812	Common Stock				9345466.0				D			
0001415889-24-003352	2477718	Common Stock				1604.72	F2			I		401(k)	
0001020710-24-000009	2813324	DXP Common Stock	F1			9212.0				D			
0000104918-24-000038	2809661	Estimated Shares held in 401(k)				115.81				I		Shares held in 401(k) Plan	
0001653558-24-000017	2379767	Common Stock				100690.0				D			
0001020710-24-000008	2399909	DXP Common Stock	F1			28108.0				D			
0001127602-24-004418	2815434	Common Stock				1615.57	F2			I			
0001127602-24-004418	2815433	Common Stock				45330.06	F1			D		By 401(k) Plan	
0001437749-24-003747	2672159	Common Stock				3153.43	F1			I		Health Savings Account	
0001020710-24-000007	2592090	DXP Common Stock				26412.0				D			
0000104918-24-000036	2504494	Common Stock in Spouse's Plan				695.0				I		Shares Held by Spouse	
0000104918-24-000035	2386077	Shares Held in Executive Deferral Plan				3486.97				I		Shares Held by Trustee	
0000104918-24-000035	2386076	Estimated Shares held in 401(k)				6.33				I		Shares held in 401(k) Plan	
0000104918-24-000032	2671668	Estimated Shares held in 401(k)				1265.25				I		Shares held in 401(k) Plan	
0000104918-24-000031	2388466	Estimated Shares held in 401(k)				668.56				I		Shares held in 401(k) Plan	
0001127602-24-004406	2594646	Common Stock				43517.08	F1			D		By 401(k) Plan	
0001127602-24-004406	2594648	Depositary Shares				80.0				D			
0001127602-24-004406	2594647	Common Stock				2554.03	F2			I			
0001127602-24-004404	2347423	Common Stock $0.01 Par Value				2988.78				I		401(k) Plan	
0001562180-24-001234	2321783	Common Stock				142124.79				I		By Grandchildren's Irrevocable Trust	
0001562180-24-001234	2321782	Common Stock				190555.0				I		By Charitable Foundation	
0001020710-24-000005	2812011	DXP Common Stock				631723.0				D		By Wife	
0001020710-24-000005	2812012	DXP Series B Convertible Preferred Stock	F1			5000.0				I			
0000104918-24-000028	2530457	Estimated Shares held in 401(k)				5768.09				I		Shares held in 401(k) Plan	
0001020710-24-000004	2786397	DXP Common Stock				849451.0				D			
0001127602-24-004396	2417677	Common Stock $0.01 Par Value				18589.05				I		401(k) Plan	
0000104918-24-000027	2626371	Estimated Shares held in 401(k)				3276.66				I		Shares held in 401(k) Plan	
0000058492-24-000101	2706871	Common Stock				18598.26				I		By Trent Living Trust	
0000058492-24-000101	2706870	Common Stock				5408.34				I		Held In Trust Under Issuer's Retirement Plan	
0000058492-24-000099	2715502	Common Stock				1000.0				I		By Spouse's IRA	
0000058492-24-000099	2715503	Common Stock				809.77				I		Held in Trust Under Issuer's Retirement Plan	
0001127602-24-004395	2476074	Common Stock $0.01 Par Value				36218.0				I		by Trust	
0001127602-24-004395	2476073	Common Stock $0.01 Par Value				9923.74				I		401(k) Plan	
0000058492-24-000095	2712720	Common Stock				22.72				I		Held In Trust Under Issuer's Retirement Plan By Spouse	
0000058492-24-000095	2712719	Common Stock				1272.94				I		By Spouse	
0000058492-24-000095	2712718	Common Stock				29.2				I		Held In Trust Under Issuer's Retirement Plan	
0001127602-24-004393	2346119	Common Stock $0.01 Par Value				14516.66				I		401(k) Plan	
0001127602-24-004392	2656879	Depositary Shares				150.0				D			
0001127602-24-004392	2656878	Common Stock				14380.02	F1			D			
0001020710-24-000003	2421944	DXP Common Stock				68705.0				D			
0001415889-24-003288	2759211	Common				60.68	F2			I		401(k)	
0000950170-24-013671	2548905	Common Stock				579000.0				I		See Footnote	F4
0000950170-24-013671	2548904	Common Stock				125969.0				I		See Footnote	F3
0000851520-24-000006	2503486	Common Stock				20.0				I		by Son	
0001415889-24-003278	2514873	Common Stock				46813.13	F2			I		401(k)	
0001415889-24-003278	2514874	Common Stock				24027.0				I		Custodian for Daughter	
0000750686-24-000018	2751604	Common Stock				11445.47	F1			D			
0000750686-24-000017	2543998	Common Stock				20705.33	F1			D			
0000750686-24-000016	2548216	Common Stock				10591.47	F1			D			
0000750686-24-000015	2311974	Common Stock				22470.66	F1			D			
0000750686-24-000014	2425577	Common Stock				12745.44	F1			D			
0001127602-24-004382	2563579	Common Stock				575.0				I			
0001127602-24-004382	2563577	Common Stock				26824.1	F1			D		by KSOP	
0001127602-24-004382	2563578	Common Stock				32365.79	F2			I		By Spouse 401K	
0000750686-24-000008	2743395	Common Stock				7554.98	F1			D			
0001196019-24-000002	2711391	Common Stock				68661.51	F1			I		Profit Sharing Trust	
0001196019-24-000002	2711392	Common Stock				23911.83	F2			D		IRA	
0001196019-24-000002	2711393	Common Stock				4901.0	F3			I			
0001127602-24-004379	2631915	Common Stock				33.0				I		401(k) Plan	
0000793952-24-000068	2592054	Common Stock				14174.09				I		By 401(k)	
0001127602-24-004377	2511232	Common Stock				7251.0				I		Skeans Trust	
0001127602-24-004377	2511231	Common Stock				2103.0				I		401(k) Plan	
0000793952-24-000066	2339592	Common Stock				1747.2				I		By 401(k)	
0000793952-24-000064	2743859	Common Stock				36.35				I		By 401(k)	
0000793952-24-000062	2372295	Common Stock				562.25				I		By 401(k)	
0001176334-24-000016	2680249	Common Units				1450.0				I		By Husband	
0001176334-24-000013	2717286	Common Units				3726606.62				I		By Senterfitt Holdings Inc.	F2
0001176334-24-000013	2717285	Common Units				6114532.0				I		By Martin Resource Management Corporation	F1
0000793952-24-000058	2615102	Common Stock				2851.28				I		By 401(k)	
0000793952-24-000053	2788647	Common Stock				579.23				I		401(k)	
0001127602-24-004373	2339504	Common Stock				39499.0				I		Trust - DWG	
0001127602-24-004373	2339505	Common Stock				26394.0				I		Trust SJG	
0001127602-24-004369	2793674	Common Stock				4115.79				D			
0001196018-24-000002	2820118	Common Stock				59160.01	F2			I			
0001196018-24-000002	2820117	Common Stock				49594.47	F1			D		By Profit Sharing Trust	
0001127602-24-004367	2799123	Common Stock				38604.82	F1			D			
0001415889-24-003263	2778088	Common Stock				185.0				I		Spouse IRA	
0001415889-24-003263	2778086	Common Stock				1599.65	F2			I		401(k)	
0001415889-24-003263	2778087	Common Stock				10630.0				I		IRA	
0001127602-24-004364	2795515	Common Stock				8250.0				I		By Family Limited Partnership	
0001415889-24-003261	2691094	Common Stock				360.0				I		Held by Daughter	
0001415889-24-003261	2691095	Common Stock				360.0				I		Held by Son	
0001415889-24-003261	2691093	Common Stock				53494.78	F3			I		401(k)	
0001127602-24-004362	2551873	Common Stock				820.0				D			
0000914851-24-000074	2673315	Common Stock				0.0				D			
0000914851-24-000073	2355509	Common Stock				0.0				D			
0000914851-24-000072	2756567	Common Stock				0.0				D			
0001127602-24-004359	2756125	Common Stock				7663.67	F1			D			
0001127602-24-004358	2529039	Common Stock				851.0				I		401(k) Holdings	
0001437749-24-003709	2806533	Common Stock				60.0	F1			I		Spouse	
0001437749-24-003709	2806532	Common Stock				5549.0	F1			I		CDK Fund Ltd	
0001437749-24-003709	2806531	Common Stock				2484.0	F1			I		CDK Partners LP	
0001437749-24-003709	2806530	Common Stock				1472.0	F1			I		Horizon Kinetics Hard Assets II LLC	
0000914851-24-000071	2360404	Common Stock				0.0				D			
0000914851-24-000069	2678824	Common Stock				0.0				D			
0001437749-24-003707	2583252	Common Stock				8.0	F2, F1			I		Horizon Kinetics Asset Management LLC	
0001127602-24-004355	2366190	Common Stock				2012.0				D			
0001127602-24-004355	2366189	Common Stock				2129.0				D			
0000914851-24-000067	2567979	Common Stock				0.0				D			
0000914851-24-000065	2454316	Common Stock				0.0				D			
0000906163-24-000020	2770646	NVR, Inc. common stock				371.0				I		By Profit Sharing Trust	
0000906163-24-000020	2770645	NVR, Inc. common stock				1035.0				I		By ESOP Trust	
0001415889-24-003255	2747764	Common				12079.91	F2			I		401(k)	
0001127602-24-004339	2818676	Common Stock				2150.0				D			
0001127602-24-004332	2530915	Common Stock				269144.0				I		Controlled Corporation	
0000950170-24-013613	2457430	Common Shares				2000.0				I		By IRA (Vanguard)	
0000950170-24-013613	2457429	Common Shares				203883.0				D		By IRA (Merrill-Lynch)	
0000950170-24-013613	2457431	Common Shares				1626.0	F1			I			
0001415889-24-003253	2365634	Common Stock				15509.98	F2			I		401(k)	
0000950170-24-013608	2610940	Class A Common Stock, $.01 par value per share				524775.0				D			
0000100885-24-000043	2578111	Common Stock				350.0				I		By Deferral Account	
0000100885-24-000043	2578112	Common Stock	F3			1996.14				I		by Managed Account	
0001415889-24-003251	2327748	Common Stock				4213.47	F2			I		401(k)	
0000715579-24-000019	2608000	ACNB Corporation Common				9697.93	F1			D			
0000715579-24-000018	2484385	ACNB Corporation Common				25111.1	F1			D			
0001415889-24-003247	2436668	Common units				99745.0				I		By Trust	F5
0001415889-24-003247	2436667	Common units				324649.0				I		By Wynne Family LP	F4
0000100885-24-000039	2394908	Common Stock				23604.0				I		by Trust	
0000100885-24-000039	2394907	Common Stock	F3			14517.9				I		By Deferral Account	
0001021771-24-000038	2700806	Common Stock				447045.0				D			
0001415889-24-003242	2379669	Common unit				93125.0				I		Held by LLC	F4
0000100885-24-000037	2401436	Common Stock				17039.0				I		by Trust	
0000100885-24-000037	2401435	Common Stock				586.0				I		by Spouse	
0000100885-24-000037	2401434	Common Stock	F3			2333.44				I		By Deferral Account	
0001415889-24-003235	2459583	Common Stock				424.0				I		Trustee of Irrevocable Trust for Son	
0001415889-24-003235	2459582	Common Stock				280000.0				I		Trustee for Revocable Trust	
0001437749-24-003692	2726034	Equivalent Units of Everflow Eastern Partners, L.P.				16774.5				I		By Everflow Management Limited, LLC	F1
0001437749-24-003692	2726035	Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP				66246.0				I		By Tracie R. Staebler Revocable Trust (wife's trust)	
0001437749-24-003690	2503726	Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP				27625.0				D			
0001437749-24-003690	2503725	Equivalent Units of Everflow Eastern Partners, L.P.				16774.5				I		By Everflow Management Limited, LLC	F1
0001437749-24-003688	2572031	Equivalent Units of Everflow Eastern Partners, L.P.				16774.5				I		By Everflow Management Limited, LLC	F1
0001437749-24-003688	2572034	Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP				96.0				I			
0001437749-24-003688	2572033	Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP				23108.0				I		By Canfield Energy Ltd.	F3
0001437749-24-003688	2572032	Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP				38681.0				D		By T J Siskomat Partners	F2
0001437749-24-003686	2373077	Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP				82425.0				I		By Deborah L. Siskovic Trust (wife's trust)	
0001437749-24-003686	2373076	Equivalent Units of Everflow Eastern Partners, L.P.				16774.5				I		By Everflow Management Limited, LLC	F1
0001437749-24-003686	2373080	Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP				193.0				I		By Canfield Energy Ltd.	F3
0001437749-24-003686	2373078	Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP				46216.0				I		By T J Siskomat Partners	F2
0001437749-24-003686	2373079	Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP				508.0				I		By Daughter Jennah L. Siskovic	
0001209191-24-003081	2474758	Common Stock				125288.0				D		By spouse	
0001209191-24-003081	2474760	Common Stock				79999.0				I			
0001209191-24-003081	2474759	Common Stock				1751.0	F1			I		By IRA	
0001209191-24-003079	2449108	Common Stock				175710.0	F1			D		By spouse	
0001209191-24-003079	2449110	Common Stock				2985.0	F3			I			
0001209191-24-003079	2449109	Common Stock				2594.0	F2			I		By child	
0001070750-24-000047	2427903	Common Stock				11.6				I		By minor children	
0001415889-24-003227	2749495	Common Stock				1698.0	F1			D			
0001104659-24-013528	2718788	Common Shares, par value CHF 0.08 per share	F1, F2			15269217.0				I		See footnotes	F1, F2
0001104659-24-013528	2718789	Common Shares, par value CHF 0.08 per share	F1, F2			12595040.0				D	F2, F3		
0001857154-24-000009	2420349	Common Stock				295.0				I		By Child	F5
0001857154-24-000009	2420348	Common Stock				550051.0				I		See footnote	F4
0001547903-24-000014	2400026	Class A Common Shares, $0.01 par value per share				47150.0				I		By Shuster Family Trust, of which Mr. Shuster and his wife are co-trustees and beneficiaries	
0001104659-24-013523	2353892	Class A Common Stock				42689.0				I		Held by Park Family 2022 Grantor Retained Annuity Trust III	
0001104659-24-013522	2541067	Class A Common Stock				196279.0				I		Held by Kalish Family 2020 Irrevocable Trusts	
0001104659-24-013521	2459920	Class A Common Stock				2291406.0				I		Held by the Paul Liberman 2015 Revocable Trust	
0001104659-24-013521	2459921	Class A Common Stock				274617.0				I		Held by the Paul Liberman 2020 Trust	
0001104659-24-013521	2459922	Class A Common Stock				13597.0				I		Held by the Liberman Grantor Retained Annuity Trust of 2020	
0001104659-24-013521	2459924	Class A Common Stock				200000.0				I		Held by the Paul Liberman 2020 Irrevocable Trust	
0001104659-24-013521	2459923	Class A Common Stock				200000.0				I		Held by the Rachel Nager Liberman 2015 Revocable Trust	
0001213900-24-012219	2612599	Common Stock				1062.0				I			
0001213900-24-012219	2612598	Common Stock				1062.0				I		By Bryant R. Riley, as UTMA custodian for Eloise Riley	F1, F3
0001213900-24-012219	2612597	Common Stock				1062.0				I		By Bryant R. Riley, as UTMA custodian for Abigail Riley	F1, F3
0001213900-24-012219	2612595	Common Stock				211175.0	F6, F5			D	F4	By Bryant R. Riley, as UTMA custodian for Charlie Riley	F1, F3
0001213900-24-012219	2612596	Common Stock				1062.0				I		By Bryant R. Riley, as UTMA custodian for Susan Riley	F1, F3
0001104659-24-013520	2506489	Class A Common Stock				83000.0				I		Held by the Robins Family GST Trust 2021	
